45	74	7	91	60	47	82	19
90	62	78	22	7	95	57	79
27	62	60	18	70	40	58	62
73	61	30	3	35	65	79	96
9	29	12	54	9	98	68	90
58	77	38	59	98	67	28	38
50	87	41	63	27	13	66	40
69	7	5	89	41	51	54	3
33	15	93	23	15	53	82	78
53	79	69	34	23	34	62	65
46	79	86	92	82	29	5	83
67	78	31	82	52	98	19	24
65	89	99	90	52	68	92	74
65	32	80	40	70	77	42	90
25	40	40	44	25	93	25	66
48	30	70	35	54	89	1	39
30	23	12	98	63	36	59	81
87	33	64	47	27	12	74	31
29	88	50	77	4	61	94	32
55	46	51	76	82	88	78	96
46	87	84	99	65	97	46	63
78	4	44	31	78	37	69	84
72	69	16	8	31	51	20	86
19	40	84	46	44	93	61	34
3	5	48	32	97	93	1	1
93	66	86	1	13	92	14	89
96	3	96	58	4	93	37	16
81	7	86	1	1	18	40	43
41	35	28	81	11	47	17	39
32	4	40	77	20	21	33	23
76	25	29	26	78	51	1	27
47	84	34	75	62	56	87	19
6	37	97	80	18	21	14	13
54	39	7	23	15	29	55	62
32	82	36	42	46	37	65	42
28	11	25	28	17	17	24	11
61	56	60	87	53	86	88	63
6	98	81	66	1	43	60	5
58	46	6	3	69	41	43	6
39	76	38	37	90	57	50	22
39	9	68	40	86	94	17	21
82	51	26	12	63	81	43	22
20	60	28	87	45	15	69	76
33	30	84	43	69	52	84	2
4	20	50	60	13	79	1	57
48	55	12	42	84	72	56	9
14	18	28	23	97	22	51	9
20	87	87	49	80	60	5	67
38	82	98	89	59	39	84	17
21	76	30	22	98	47	86	75
45	40	94	96	90	87	79	50
91	78	62	64	56	44	5	22
62	54	85	65	62	2	22	87
88	26	32	91	95	37	20	72
71	91	66	76	54	13	68	54
84	50	9	9	13	72	89	83
52	85	50	71	79	3	21	57
37	8	36	84	64	97	45	96
64	1	11	12	76	68	60	68
80	70	69	59	36	49	22	82
32	38	76	5	87	42	92	84
35	19	84	34	29	30	66	58
51	39	95	89	34	53	98	43
40	1	13	98	14	19	14	50
32	81	95	88	95	23	8	81
16	72	16	96	14	40	95	70
36	69	33	75	27	73	30	42
31	87	8	91	88	69	47	6
8	1	44	55	15	65	2	65
43	46	73	86	96	65	82	57
90	29	5	56	74	51	91	92
48	39	29	88	52	8	61	84
65	12	11	58	46	68	7	8
57	35	89	99	37	83	8	3
20	37	40	43	11	30	54	82
92	84	51	45	22	11	43	84
83	83	63	91	90	9	97	39
38	8	72	70	81	92	25	43
83	11	33	65	26	38	10	69
85	61	34	55	99	78	82	9
25	24	40	77	87	23	26	45
49	62	55	55	19	17	77	50
85	90	59	28	33	70	76	72
26	74	66	36	20	20	84	56
1	85	67	49	63	67	9	92
32	45	23	25	65	29	13	3
5	14	96	94	12	57	74	95
36	8	91	83	9	95	26	28
61	29	74	55	95	68	43	88
94	29	23	91	91	59	12	68
90	68	68	89	37	98	42	43
61	4	75	74	26	68	31	71
17	25	10	67	69	27	45	88
70	75	55	75	22	50	70	98
47	77	20	55	8	60	19	46
12	4	70	42	3	26	57	91
97	80	10	59	36	58	67	9
54	22	58	63	79	80	86	18
84	96	89	39	6	25	52	91
52	83	77	59	56	31	89	16
64	15	5	98	17	75	41	39
25	94	49	1	68	85	22	60
15	82	30	13	11	71	59	47
46	8	30	80	53	21	11	62
32	4	60	41	26	15	61	47
3	49	26	12	14	5	1	43
63	56	54	32	11	58	85	55
31	17	70	46	74	68	32	12
23	88	45	82	48	14	44	57
81	69	31	37	81	60	9	82
84	95	70	34	3	11	76	43
61	2	64	57	14	56	86	85
33	32	58	42	34	79	20	26
65	14	78	5	46	69	24	7
47	75	89	26	31	96	21	86
22	62	93	96	80	34	16	34
49	62	48	36	96	73	19	9
1	93	57	72	21	88	68	88
91	34	73	27	51	4	18	54
3	52	97	48	44	17	64	98
77	48	31	48	12	31	26	27
99	55	73	79	33	23	16	56
30	16	97	31	37	18	41	73
85	34	77	33	69	86	51	57
50	96	80	80	93	76	1	60
84	70	91	85	19	66	46	25
84	50	45	72	36	95	56	99
80	57	40	74	84	67	95	67
35	5	41	39	13	36	66	91
19	46	10	82	37	71	86	99
38	70	2	39	16	40	35	14
85	68	39	3	40	40	95	84
71	57	27	63	99	67	9	67
84	93	42	77	96	13	36	90
35	66	95	80	17	13	16	52
6	59	47	72	4	36	59	32
32	97	3	85	68	88	5	20
84	2	96	60	46	97	98	72
68	91	49	27	84	13	58	16
12	66	48	21	43	82	10	62
52	75	61	65	5	70	32	68
7	78	96	79	88	4	90	10
73	43	99	52	23	34	37	40
19	6	26	19	56	19	59	15
28	27	2	41	79	81	12	10
53	2	80	90	19	35	79	3
6	41	46	28	2	13	7	98
12	29	10	19	25	46	21	54
64	59	75	98	44	5	45	51
12	61	4	25	28	21	48	85
67	29	9	75	88	65	80	44
7	50	45	94	61	6	50	36
39	82	63	13	34	4	26	68
63	38	22	58	20	17	90	82
55	12	51	65	26	88	62	27
59	34	24	51	20	40	66	25
83	87	28	53	56	60	32	65
89	73	42	96	5	70	63	25
29	43	75	55	26	82	17	7
76	28	94	37	12	27	90	2
81	28	95	85	9	77	96	96
58	36	17	30	35	4	76	58
10	61	47	39	50	89	76	1
58	45	17	64	59	17	68	13
81	75	88	62	37	16	34	61
5	83	94	38	83	4	68	13
2	69	18	24	42	3	69	96
82	93	94	22	26	15	30	51
25	84	8	70	54	31	96	25
24	10	35	27	99	55	95	94
84	47	18	71	8	60	40	63
13	61	71	37	74	66	96	46
70	75	79	77	69	58	50	57
28	39	25	24	92	95	33	86
80	33	24	81	79	77	51	2
34	82	15	87	76	71	31	89
77	59	57	36	89	77	80	84
96	49	53	47	39	81	30	62
99	68	51	30	82	25	31	33
37	20	21	20	32	22	5	24
43	29	87	17	43	97	72	85
1	47	92	5	21	37	44	6
40	83	23	87	79	26	14	17
97	79	28	6	36	14	99	84
69	13	31	92	65	72	57	83
89	83	83	62	21	44	80	66
67	61	54	10	5	60	74	39
73	68	13	81	38	24	62	85
34	51	68	17	39	20	41	9
31	49	75	68	45	51	8	24
87	35	98	7	93	28	51	2
40	43	53	16	62	45	85	19
75	17	73	56	72	88	83	39
86	27	60	17	71	65	4	7
92	42	81	16	27	10	29	18
29	12	71	42	70	44	90	8
29	56	51	33	45	58	30	19
94	60	11	10	67	98	79	88
10	85	4	2	87	31	90	72
46	10	86	46	51	28	14	3
97	63	72	68	26	49	9	62
80	59	54	46	54	36	17	82
56	57	50	14	32	12	71	74
16	65	63	23	24	95	40	42
8	45	99	64	48	89	49	52
79	8	61	27	85	33	59	51
58	31	35	15	73	36	82	80
46	13	77	46	70	86	76	76
24	97	93	89	27	21	89	37
84	3	21	40	12	52	88	66
83	4	10	59	20	36	46	57
59	18	39	78	43	72	79	64
32	46	11	22	8	66	60	61
2	76	3	20	23	13	53	96
6	89	59	40	71	46	35	70
89	96	13	22	58	28	93	27
88	34	7	99	6	46	90	35
85	75	66	5	3	49	73	63
64	33	47	12	46	94	19	72
99	17	27	13	92	1	49	26
89	94	64	21	99	26	60	70
71	42	75	13	1	20	25	13
27	46	25	56	61	92	11	75
75	34	90	38	42	68	3	93
67	91	15	78	90	95	27	55
80	52	80	95	90	78	70	64
70	79	72	21	55	50	90	58
81	43	54	72	50	39	10	73
42	93	19	8	7	72	83	26
27	27	37	37	26	38	11	97
51	6	94	43	17	34	12	31
41	67	28	42	47	97	58	85
42	32	52	68	93	18	51	22
22	56	14	49	21	48	52	33
53	31	47	7	75	84	82	18
34	41	54	53	31	54	82	30
73	93	22	46	56	88	13	46
57	50	19	89	14	7	94	23
83	77	19	20	4	73	82	11
79	79	91	24	53	66	50	14
80	71	17	79	86	66	82	71
19	32	71	74	30	69	14	67
97	68	34	40	50	92	14	32
96	53	62	37	29	62	91	54
17	44	47	59	79	2	2	75
51	35	79	97	31	68	51	27
56	42	90	41	12	79	20	76
97	70	61	25	79	30	92	98
44	76	50	40	93	80	78	88
34	32	76	80	11	14	69	45
17	63	79	28	8	85	51	4
26	72	59	31	48	40	64	1
54	99	11	42	33	49	32	48
16	18	90	44	49	71	1	24
54	19	57	16	40	77	5	39
54	55	50	86	68	56	33	81
1	2	6	17	26	5	25	50
33	73	11	98	84	8	41	81
60	78	33	38	87	17	50	36
30	71	84	80	25	93	10	58
38	84	97	81	68	51	5	87
99	87	10	5	53	13	7	67
15	72	56	44	27	72	33	69
56	88	62	71	44	30	37	63
47	83	46	63	53	55	26	8
85	91	54	94	54	90	70	42
51	43	46	38	86	92	23	12
8	5	78	18	3	62	46	18
51	88	84	63	57	70	76	36
34	97	20	12	67	93	46	7
9	17	99	61	44	51	53	6
36	3	57	75	51	9	37	68
47	17	3	67	31	37	62	19
83	56	73	94	86	86	23	65
72	3	76	29	85	82	42	51
26	95	30	90	3	76	89	45
49	48	22	11	19	74	43	57
80	59	91	68	83	92	71	74
88	28	46	59	16	35	13	6
43	46	61	82	30	80	52	74
3	37	38	89	32	15	70	17
98	42	31	29	48	60	38	64
64	50	33	91	85	61	37	81
69	98	89	16	69	1	57	68
43	87	77	59	91	93	8	22
93	22	54	87	74	7	96	50
13	32	54	90	55	26	39	49
84	54	38	57	93	10	50	80
75	89	39	55	3	22	53	43
50	87	32	21	92	98	7	12
53	18	58	20	76	73	83	49
82	82	58	47	7	69	23	63
68	68	58	51	74	61	97	57
55	75	43	32	67	56	98	45
95	27	84	32	83	14	20	7
96	40	15	48	81	9	24	56
44	63	34	43	23	1	2	35
61	68	56	53	92	53	93	26
26	98	47	75	20	82	91	65
8	25	33	77	68	16	34	48
41	5	91	83	15	85	59	34
53	80	11	10	38	89	27	58
44	17	49	42	87	54	81	45
14	94	55	55	73	94	30	82
30	54	55	72	67	91	60	42
76	32	4	58	1	19	78	18
63	55	70	19	9	57	55	85
97	17	64	29	88	8	30	95
3	11	55	23	76	34	92	91
75	51	62	90	82	28	43	28
98	84	38	58	7	99	5	93
51	61	6	68	47	7	71	58
6	95	94	64	80	20	26	69
13	50	52	43	57	97	29	62
77	74	31	53	44	93	58	8
78	64	22	23	81	18	57	13
5	80	89	82	39	41	60	18
17	11	80	66	36	63	39	73
38	59	15	66	88	83	45	57
71	85	30	95	6	60	85	54
72	18	67	75	21	97	32	27
67	22	65	65	91	25	21	1
69	90	27	21	50	38	79	86
33	38	44	84	82	43	98	26
70	90	61	86	55	22	66	87
59	61	59	45	22	45	19	23
61	25	87	80	73	10	3	19
39	66	11	66	75	16	30	79
71	30	18	48	3	77	23	83
98	22	2	95	19	85	50	84
53	91	77	51	88	43	41	31
46	63	60	63	84	18	63	41
24	81	78	74	69	6	25	62
96	84	50	23	89	90	11	38
38	22	50	7	86	94	7	78
87	22	31	87	15	97	86	73
40	15	84	62	37	66	31	45
5	73	98	29	60	82	52	34
99	34	90	44	88	46	32	15
69	51	21	17	91	52	10	65
5	78	23	24	66	98	53	97
14	13	69	62	72	27	8	20
65	58	16	43	76	61	74	92
20	96	13	77	71	67	33	65
17	16	43	17	84	15	20	19
8	40	7	93	70	30	26	91
77	55	78	31	87	31	53	50
38	15	17	72	37	7	79	77
45	72	36	65	79	88	74	49
4	95	74	12	6	55	25	58
95	13	92	93	16	32	14	99
12	31	59	13	84	38	34	66
54	81	25	98	86	16	97	40
32	29	63	24	45	96	36	82
50	52	15	68	17	64	82	11
40	78	61	25	92	29	66	16
14	31	68	56	51	80	64	37
36	24	10	37	84	45	50	26
37	75	1	75	22	46	3	28
72	74	25	1	99	11	93	29
75	47	65	8	21	80	29	74
7	38	42	25	13	94	40	7
70	88	19	5	77	14	12	56
46	85	7	68	2	91	75	58
7	73	37	41	86	39	11	80
70	74	43	6	52	11	54	75
80	79	84	59	96	58	24	19
45	88	36	74	82	12	5	6
52	4	15	94	65	90	2	93
22	29	81	53	60	39	41	35
85	26	56	33	6	5	3	12
39	76	54	22	14	36	10	78
48	36	72	24	45	16	93	12
66	45	10	66	66	9	62	59
44	76	12	69	68	67	39	64
40	9	18	88	57	48	9	27
37	20	92	31	33	63	55	59
67	77	40	95	63	9	84	81
48	50	20	20	25	22	33	73
32	62	40	40	68	7	47	4
55	71	56	43	17	66	32	44
32	36	59	53	24	31	38	95
38	45	56	28	40	17	58	88
82	50	45	62	95	46	77	49
66	72	18	59	34	47	31	26
12	85	57	97	13	62	55	95
76	10	76	30	74	34	85	45
44	5	30	35	10	96	22	37
78	84	85	66	4	79	35	59
62	90	33	50	56	93	32	75
57	11	37	71	89	10	16	51
95	59	83	27	6	39	68	15
52	28	31	90	57	57	58	74
2	6	89	82	68	46	44	10
67	5	74	40	71	19	66	25
54	56	55	43	25	48	55	58
74	97	65	10	28	92	13	45
63	73	43	22	37	5	48	96
51	48	10	61	4	99	56	79
49	93	11	42	65	94	20	92
51	94	93	8	90	67	31	77
86	86	55	7	77	7	69	10
49	83	86	72	76	99	53	67
8	56	55	89	29	11	93	6
30	46	7	72	73	72	44	43
59	10	35	6	52	39	49	19
30	60	79	17	78	90	16	98
26	13	87	60	72	73	44	70
80	23	61	28	84	5	83	9
58	53	6	46	2	99	6	23
24	28	94	99	59	78	64	78
74	17	16	93	53	22	68	51
94	7	31	88	76	85	90	82
30	18	73	50	70	49	22	21
93	12	51	41	57	76	66	7
65	16	45	36	53	7	74	72
57	5	72	18	40	75	80	53
62	75	32	98	44	62	8	61
94	67	59	15	89	54	60	37
93	2	29	26	1	39	86	33
19	44	40	21	53	61	49	13
67	27	60	15	32	36	6	77
24	54	55	98	62	77	47	9
56	87	84	17	80	94	37	71
24	93	74	13	61	60	35	4
6	37	81	94	99	28	56	91
8	56	66	71	84	16	69	11
42	96	13	29	60	89	49	37
98	48	46	9	12	16	54	25
47	10	61	24	37	84	42	5
37	18	74	4	16	46	70	75
30	83	89	53	68	45	89	71
17	6	33	68	71	96	41	61
27	88	75	79	6	87	41	8
34	67	92	20	21	19	4	98
43	54	11	47	30	48	20	25
90	21	3	81	5	31	42	46
32	51	18	99	4	9	36	31
71	8	13	71	98	19	47	43
17	86	12	55	34	11	29	14
45	83	8	45	91	19	75	73
94	87	99	71	23	19	26	58
5	47	52	49	1	41	79	20
29	39	93	9	21	15	36	88
91	43	97	99	49	1	83	52
45	67	84	7	17	51	65	56
33	58	32	30	79	40	64	60
49	44	57	99	7	47	89	53
62	90	26	82	62	99	82	97
55	65	68	34	78	56	16	70
66	48	76	95	18	43	78	13
77	27	58	42	90	91	40	64
70	26	8	23	74	37	52	16
43	38	3	35	68	30	73	91
35	20	1	91	33	99	85	31
72	65	83	71	98	65	42	68
6	56	51	1	16	95	26	41
46	43	15	34	20	66	28	13
42	85	75	4	85	8	19	7
94	89	74	21	16	51	38	1
13	44	50	50	25	12	51	76
99	61	7	95	19	94	8	59
62	70	82	73	90	87	52	38
35	58	64	75	84	98	56	83
64	40	17	76	2	59	98	55
17	72	16	5	32	22	34	75
14	62	48	98	59	19	50	40
73	63	78	37	20	29	31	71
96	79	15	68	67	55	31	14
79	26	89	6	37	40	51	46
65	46	65	5	1	25	47	23
83	78	64	1	12	82	53	51
89	35	26	72	3	61	64	72
53	76	67	74	3	97	75	75
87	32	21	52	39	48	45	84
41	46	68	51	28	56	49	95
16	31	28	81	73	49	89	19
76	87	73	91	79	73	8	57
75	38	91	38	16	42	7	3
72	64	33	94	73	41	85	27
31	2	34	48	42	90	48	80
75	14	68	42	57	91	9	2
86	47	70	41	98	71	68	96
31	42	26	96	69	52	3	96
55	32	7	28	65	17	2	85
86	94	44	30	70	1	45	95
69	5	60	20	32	61	13	84
9	92	47	28	34	49	16	4
61	51	13	20	74	15	53	56
71	81	63	11	62	24	76	98
59	65	37	39	70	60	15	62
76	9	73	27	96	14	47	72
93	88	87	58	23	43	35	17
11	46	7	95	51	23	41	14
17	75	58	23	59	40	90	3
58	70	12	25	25	89	66	92
73	31	54	75	99	43	27	4
96	47	26	73	9	92	11	76
11	59	31	84	30	55	57	36
53	5	58	75	32	2	12	43
36	91	55	69	30	54	92	51
2	58	58	2	21	71	73	15
33	40	17	29	42	99	22	76
24	8	93	75	22	58	19	19
35	49	76	67	51	3	56	98
37	36	66	25	61	85	53	38
80	54	40	53	57	10	37	7
72	86	93	12	54	46	76	31
70	65	29	97	7	97	50	49
29	75	18	80	88	94	64	75
10	92	68	47	18	77	39	74
61	71	25	6	80	7	17	74
10	41	55	39	98	30	45	81
13	55	4	47	95	36	43	13
42	58	64	52	76	94	57	61
66	46	70	79	84	24	83	64
62	92	34	61	57	95	30	60
89	19	97	85	11	24	30	93
12	41	91	48	71	24	1	83
52	18	79	57	43	19	33	85
15	79	79	36	37	42	82	23
76	22	99	68	44	9	38	33
86	53	39	95	43	12	36	12
22	59	62	93	6	89	53	54
24	24	1	85	66	48	70	50
59	42	55	38	48	14	66	12
82	19	89	83	67	32	15	42
4	78	93	30	69	84	32	5
35	84	86	83	94	80	39	33
9	6	23	35	84	64	96	31
42	91	65	23	92	55	18	33
61	61	59	75	79	10	77	85
52	54	87	69	83	64	17	39
53	52	80	34	72	74	36	89
16	12	21	13	40	91	81	87
96	14	55	33	90	49	79	52
67	90	62	92	80	11	19	33
47	90	86	50	13	48	47	84
61	84	94	29	24	5	30	10
57	37	79	54	71	54	38	89
21	74	32	86	25	17	37	19
6	79	79	69	47	19	33	77
50	21	52	85	96	19	56	14
27	97	80	95	81	15	90	82
67	4	95	75	17	46	83	70
6	96	23	95	55	91	37	41
69	84	34	54	50	19	67	72
19	56	58	98	50	77	82	29
21	95	93	7	28	20	53	98
21	95	7	26	61	3	65	75
25	85	84	69	32	91	35	39
98	18	68	27	46	55	91	16
15	15	67	17	71	53	24	24
48	38	40	35	13	84	65	62
81	25	54	90	91	35	6	5
41	68	80	69	30	43	41	1
72	69	65	32	27	14	51	27
34	62	84	54	13	86	9	88
60	11	58	52	40	87	17	83
57	81	83	17	6	43	56	16
91	81	22	24	88	55	80	22
77	6	1	93	51	35	41	85
68	52	29	3	87	16	11	41
28	31	28	42	87	21	31	83
74	55	19	1	4	47	77	46
56	95	97	84	31	10	98	86
14	8	58	20	35	5	46	18
17	16	93	68	54	89	39	17
38	43	92	55	10	88	52	1
66	64	16	72	5	96	91	82
66	11	52	11	58	65	6	91
30	20	16	8	28	27	19	68
32	66	30	62	37	17	17	67
75	31	34	44	37	44	93	79
27	64	91	37	47	25	20	73
33	48	52	4	21	40	3	42
96	85	46	2	76	22	31	33
90	63	5	41	48	5	87	3
80	60	72	38	92	6	9	61
26	12	21	9	19	92	11	68
50	72	66	33	6	92	2	9
71	5	7	63	4	75	1	63
24	48	2	68	77	14	55	85
47	25	78	32	52	12	76	33
14	23	23	21	80	22	46	51
71	66	57	21	78	21	19	59
80	81	53	4	48	8	45	32
79	82	7	98	51	30	8	92
23	74	51	11	34	29	72	30
3	3	91	88	79	45	80	36
97	29	89	38	94	10	36	48
10	94	3	38	85	18	7	11
78	76	17	55	40	94	70	52
73	43	58	40	81	96	81	11
87	47	15	62	16	34	47	59
19	54	81	78	44	76	48	9
92	48	66	31	56	6	66	6
33	3	5	55	25	24	35	36
7	16	72	72	91	1	78	93
4	6	88	90	85	10	70	23
24	63	38	78	3	67	1	62
96	93	36	13	92	3	66	6
56	39	25	97	2	59	28	97
33	37	62	2	22	5	37	11
45	91	42	43	48	47	38	93
97	7	78	49	84	67	40	82
66	28	97	90	40	15	6	33
86	57	55	56	25	48	64	62
19	66	14	6	84	20	35	19
98	52	49	9	59	3	60	88
67	41	95	82	66	86	80	11
14	81	48	90	78	39	26	39
40	92	60	34	8	15	97	53
65	23	53	21	64	42	17	88
87	42	70	50	5	39	37	22
30	39	67	82	43	31	90	61
32	40	26	3	98	81	8	20
78	99	64	94	20	93	40	28
94	95	65	9	10	45	11	38
64	60	8	8	17	38	7	86
78	62	31	70	28	24	59	50
19	94	84	36	34	82	2	69
74	50	41	12	30	25	94	79
63	46	88	35	65	49	52	41
4	69	52	37	37	18	82	74
86	50	37	22	79	9	49	93
48	11	38	59	95	75	67	31
53	71	77	1	47	35	26	31
11	56	92	19	51	24	5	76
25	83	52	6	77	32	94	78
19	92	40	21	7	94	76	37
85	86	87	31	56	77	35	85
99	43	3	39	27	13	37	91
93	61	3	45	84	98	91	10
93	57	54	93	92	52	15	39
17	21	19	2	12	62	32	73
54	56	78	32	63	39	89	47
8	99	23	96	5	56	42	79
77	59	32	32	60	13	54	82
94	18	94	52	70	35	2	39
6	25	15	74	76	83	12	16
21	18	41	1	18	87	35	24
14	7	31	67	6	13	9	96
91	16	44	66	26	7	95	19
28	59	44	49	81	35	59	3
94	40	28	8	86	33	72	22
55	31	80	19	93	2	87	40
77	42	89	4	29	35	54	98
26	47	86	24	39	86	85	43
11	15	34	4	39	78	28	98
58	47	60	82	42	43	69	23
50	63	69	77	23	16	39	50
43	37	13	11	14	63	87	58
49	58	62	55	47	83	16	65
27	26	42	91	24	8	84	75
1	54	23	13	22	58	55	80
55	73	74	47	95	6	93	71
90	93	74	13	88	43	58	37
90	29	7	78	73	84	82	40
22	83	26	30	9	31	81	12
21	8	2	10	8	85	80	8
91	3	40	17	39	97	62	30
96	50	83	72	6	50	97	9
82	7	60	69	35	3	58	84
68	93	29	49	4	11	49	80
59	27	35	51	12	19	94	82
83	17	78	11	32	63	19	14
71	78	59	58	60	84	10	4
73	6	44	56	61	25	11	45
30	13	52	11	34	79	28	78
11	90	72	19	25	15	48	21
89	46	39	23	33	24	28	67
65	30	11	91	41	44	50	54
53	10	94	30	61	99	59	66
